Carimbo de data/hora,Qual sua faixa etária?,Qual seu nível de escolaridade?,Qual sua renda familiar mensal?,A sua última viagem intermunicipal (entre municípios) foi:,A viagem foi realizada em qual período do dia?,Qual o motivo da viagem?,Qual o município de ORIGEM,Qual o município de DESTINO,Qual foi o principal meio de transporte que você usou?,Você precisou fazer alguma integração (trocar de meio de transporte)?,"Se SIM, quais meios de transporte você utilizou além do principal?",Quanto tempo durou a viagem?,Com que frequência você faz essa viagem?,"Na sua opinião, qual a principal melhoria necessária para a mobilidade na sua cidade? (Marque até 2 opções)",Gostaria de deixar algum comentário ou sugestão sobre sua experiência de mobilidade?," Para cada afirmação, selecione a opção que melhor representa seu nível de satisfação sobre as condições de caminhabilidade da região em que você costuma se deslocar a pé.   [Continuidade e ausência de obstáculos nas calçadas?]"," Para cada afirmação, selecione a opção que melhor representa seu nível de satisfação sobre as condições de caminhabilidade da região em que você costuma se deslocar a pé.   [Largura das calçadas para circulação de pedestres?]"," Para cada afirmação, selecione a opção que melhor representa seu nível de satisfação sobre as condições de caminhabilidade da região em que você costuma se deslocar a pé.   [Condições do pavimento das calçadas (buracos, desníveis, aderência)?]"," Para cada afirmação, selecione a opção que melhor representa seu nível de satisfação sobre as condições de caminhabilidade da região em que você costuma se deslocar a pé.   [Presença e qualidade das rampas de acessibilidade nas esquinas?]"," Para cada afirmação, selecione a opção que melhor representa seu nível de satisfação sobre as condições de caminhabilidade da região em que você costuma se deslocar a pé.   [Presença de sombra ao longo do percurso?]"," Para cada afirmação, selecione a opção que melhor representa seu nível de satisfação sobre as condições de caminhabilidade da região em que você costuma se deslocar a pé.   [Integração da caminhada com outros modos de transporte?]"
2025/03/14 3:03:59 PM GMT-3,35 a 44 anos,Ensino Médio completo,Entre 1 e 2 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Manhã (5h - 12h),Visita a amigos/familiares,São José de Ribamar,São Luís,Transporte alternativo - Van,NAO,,Entre 30 e 60 minutos,Todos os dias,"Melhorar as condições das estradas e ruas;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",Em várias cidades o transporte alternativo funciona. É uma solução mais imediata para o problema de mobilidade ,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Satisfeito(a)
2025/03/14 3:08:32 PM GMT-3,45 a 59 anos,Ensino Médio incompleto,Entre 4 e 10 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Manhã (5h - 12h),"Saúde (consultas médicas, exames)",São Luís,Paço do Lumiar,Ônibus,SIM,Ônibus,Entre 30 e 60 minutos,1 a 3 vezes por mês,Aumentar a frota e frequência dos ônibus;Melhorar a segurança no transporte público,,Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Neutro
2025/03/14 3:09:18 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Entre 2 e 4 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Tarde (12h - 18h),Lazer,São Luís,Rosário,Carona com alguém,NAO,,Entre 1 e 2 horas,Muito raramente,Melhorar as condições das estradas e ruas;Criar mais ciclovias e faixas para pedestres,,Muito insatisfeito(a),Neutro,Insatisfeito(a),Muito insatisfeito(a),Satisfeito(a),Neutro
2025/03/14 3:17:56 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Entre 2 e 4 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Estudo,São José de Ribamar,São Luís,Ônibus,SIM,Ônibus,Entre 1 e 2 horas,Todos os dias,Aumentar a frota e frequência dos ônibus,,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/14 3:18:40 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Entre 2 e 4 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Tarde (12h - 18h),Visita a amigos/familiares,São Luís,Chapadinha ,Transporte alternativo - Van,NAO,,Mais de 2 horas,Muito raramente,"Melhorar as condições das estradas e ruas;Diminuir o custo da passagem;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/14 3:25:45 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Até 1 salário mínimo,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Estudo,Paço do Lumiar,São Luís,Ônibus,SIM,Ônibus,Mais de 2 horas,Todos os dias,Aumentar a frota e frequência dos ônibus;Diminuir o custo da passagem,"Minha experiência própria é ficar todos os dias esperando o ônibus da linha Pirâmide, que demora mais de 1h pra passar. E não tenho outra opção de ônibus. Só esse. Então, a frota deveria ser aumentada. Bem como, também, deveria existir ônibus que fizessem várias rotas e não somente até o terminal da cohab. ",Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/14 3:29:21 PM GMT-3,18 a 24 anos,Ensino Médio completo,Entre 1 e 2 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Estudo,Paço do Lumiar,São Luís,Ônibus,SIM,Ônibus;A pé,Entre 1 e 2 horas,3 a 5 vezes por semana,"Melhorar as condições das estradas e ruas;Criar mais ciclovias e faixas para pedestres;Melhorar a segurança no transporte público;Diminuir o custo da passagem;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/14 3:34:35 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Entre 2 e 4 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Visita a amigos/familiares,São Luís,Chapadinha ,Carro próprio,NAO,,Mais de 2 horas,Muito raramente,"Aumentar a frota e frequência dos ônibus;Melhorar as condições das estradas e ruas;Criar mais ciclovias e faixas para pedestres;Melhorar a segurança no transporte público;Diminuir o custo da passagem;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Neutro,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/14 3:35:18 PM GMT-3,35 a 44 anos,Ensino Superior completo ou mais,Entre 4 e 10 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Tarde (12h - 18h),Lazer,São Luís,São José de Ribamar,Carro próprio,NAO,,Entre 15 e 30 minutos,Muito raramente,Aumentar a frota e frequência dos ônibus;Melhorar as condições das estradas e ruas;Criar mais ciclovias e faixas para pedestres;Melhorar a segurança no transporte público,,Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/14 3:42:00 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Até 1 salário mínimo,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Estudo,São Luís,São Luís,Ônibus,NAO,,Entre 15 e 30 minutos,3 a 5 vezes por semana,Aumentar a frota e frequência dos ônibus;Criar mais ciclovias e faixas para pedestres;Melhorar a segurança no transporte público;Diminuir o custo da passagem,"melhorar os ônibus, cadeiras, ambiente e segurança ",Satisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Satisfeito(a),Satisfeito(a),Neutro
2025/03/14 3:42:11 PM GMT-3,18 a 24 anos,Ensino Médio completo,Até 1 salário mínimo,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),"Saúde (consultas médicas, exames)",São Luís,São José de Ribamar,Transporte alternativo - Van,NAO,"Ônibus;Transporte por aplicativo (Uber, 99);Transporte alternativo - Van;Transporte alternativo - Carro",Entre 30 e 60 minutos,Todos os dias,"Melhorar as condições das estradas e ruas;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro
2025/03/14 4:06:23 PM GMT-3,45 a 59 anos,Ensino Superior incompleto,Até 1 salário mínimo,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São Luís,São José de Ribamar,Ônibus,SIM,A pé,Entre 30 e 60 minutos,Todos os dias,Aumentar a frota e frequência dos ônibus,,Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/14 4:10:28 PM GMT-3,35 a 44 anos,Ensino Superior completo ou mais,Entre 2 e 4 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São Luís,"Barão de Grajaú, governador Luiz Rocha, Codó, Lagoa Grande, Lago da Pedra, Esperantinópolis e Matões ",Carro próprio,NAO,Carro próprio,Mais de 2 horas,Muito raramente,"Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/14 4:24:03 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Entre 1 e 2 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Estudo,São José de Ribamar,São Luís,Ônibus,SIM,Ônibus,Mais de 2 horas,3 a 5 vezes por semana,Aumentar a frota e frequência dos ônibus;Melhorar a segurança no transporte público;Diminuir o custo da passagem,,Neutro,Muito insatisfeito(a),Neutro,Muito insatisfeito(a),Neutro,Muito insatisfeito(a)
2025/03/14 4:24:54 PM GMT-3,60 anos ou mais,Ensino Superior completo ou mais,Entre 1 e 2 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Tarde (12h - 18h),Compras e serviços,São Luís,Cantahede,Carona com alguém,SIM,Carona com alguém,Mais de 2 horas,Muito raramente,"Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.);Todas opções são necessárias ","A mobilidade urbana em São Luís precisa melhorar muito e imediato em segurança relativa a todos aspectos (conforto, pavimentação, policiamento et)",Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a)
2025/03/14 4:39:22 PM GMT-3,18 a 24 anos,Ensino Médio completo,Prefiro não dizer,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Tarde (12h - 18h),Lazer,São Luís,São José de Ribamar,Ônibus,SIM,Ônibus,Entre 1 e 2 horas,Muito raramente,"Diminuir o custo da passagem;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",Melhoria nos pontos de ônibus ,Insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a)
2025/03/14 4:46:38 PM GMT-3,45 a 59 anos,Ensino Superior completo ou mais,Prefiro não dizer,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Manhã (5h - 12h),Trabalho,São Luís,Icatu,Carona com alguém,NAO,,Entre 1 e 2 horas,Muito raramente,"Criar mais ciclovias e faixas para pedestres;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Neutro,Insatisfeito(a),Insatisfeito(a)
2025/03/14 5:00:22 PM GMT-3,60 anos ou mais,Ensino Fundamental incompleto,Até 1 salário mínimo,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Manhã (5h - 12h),Trabalho,São José de Ribamar,Paço do Lumiar,Transporte alternativo - Van,NAO,,Entre 1 e 2 horas,1 a 3 vezes por mês,"Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",O governo poderia dar mais apoio ao transporte alternativo de vans.,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/14 5:48:38 PM GMT-3,25 a 34 anos,Ensino Superior completo ou mais,Entre 1 e 2 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Manhã (5h - 12h),Lazer,São Luís,Icatu,Carro próprio,NAO,,Mais de 2 horas,Muito raramente,"Aumentar a frota e frequência dos ônibus;Melhorar a segurança no transporte público;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Neutro,Muito insatisfeito(a)
2025/03/14 6:43:15 PM GMT-3,45 a 59 anos,Ensino Médio incompleto,Prefiro não dizer,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São José de Ribamar,São Luís,Transporte alternativo - Van,NAO,Transporte alternativo - Van,Entre 1 e 2 horas,Todos os dias,Melhorar as condições das estradas e ruas;Melhorar a segurança no transporte público,,Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/14 7:25:24 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Até 1 salário mínimo,"Rotineira (faço regularmente, como trabalho ou estudo)",Madrugada (00h - 5h),Estudo,Chapadinha,São Luís,Carona com alguém,SIM,"Transporte por aplicativo (Uber, 99)",Mais de 2 horas,1 a 3 vezes por mês,Aumentar a frota e frequência dos ônibus,,Muito insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a)
2025/03/14 7:55:11 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Entre 1 e 2 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Manhã (5h - 12h),Lazer,São Luís,São Bento,Ônibus,NAO,,Mais de 2 horas,Muito raramente,"Melhorar a segurança no transporte público;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/14 8:28:12 PM GMT-3,45 a 59 anos,Ensino Superior incompleto,Entre 1 e 2 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São José de Ribamar,São Luís,Transporte alternativo - Van,NAO,Moto-táxi,Entre 30 e 60 minutos,Todos os dias,"Melhorar a segurança no transporte público;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/14 8:42:50 PM GMT-3,45 a 59 anos,Ensino Médio completo,Até 1 salário mínimo,,Tarde (12h - 18h),Visita a amigos/familiares,São Luís,Paço do Lumiar,Ônibus,SIM,Ônibus,Entre 30 e 60 minutos,1 a 3 vezes por mês,Aumentar a frota e frequência dos ônibus,,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/14 8:46:54 PM GMT-3,35 a 44 anos,Ensino Fundamental incompleto,Até 1 salário mínimo,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Noite (18h - 00h),Trabalho,São José de Ribamar,São José de Ribamar,Transporte alternativo - Van,NAO,Transporte alternativo - Van,Entre 30 e 60 minutos,Todos os dias,Melhorar as condições das estradas e ruas,,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/14 8:51:10 PM GMT-3,25 a 34 anos,Ensino Superior completo ou mais,Entre 4 e 10 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Manhã (5h - 12h),Lazer,São Luís,Raposa,Carona com alguém,NAO,,Entre 15 e 30 minutos,Muito raramente,Aumentar a frota e frequência dos ônibus;Melhorar as condições das estradas e ruas,,Muito insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/14 9:09:26 PM GMT-3,18 a 24 anos,Ensino Superior incompleto,Até 1 salário mínimo,"Rotineira (faço regularmente, como trabalho ou estudo)",Noite (18h - 00h),Estudo,São Luís,Paço do Lumiar,Ônibus,NAO,,Mais de 2 horas,Todos os dias,"Aumentar a frota e frequência dos ônibus;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",Gostaria que tivesse mais ônibus com ar-condicionado ,Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a)
2025/03/14 9:35:27 PM GMT-3,45 a 59 anos,Ensino Superior completo ou mais,Entre 2 e 4 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São José de Ribamar,São José de Ribamar,Transporte alternativo - Van,NAO,,Entre 15 e 30 minutos,Todos os dias,Aumentar a frota e frequência dos ônibus;Melhorar as condições das estradas e ruas;Diminuir o custo da passagem,,Muito insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/14 10:29:07 PM GMT-3,60 anos ou mais,Ensino Superior completo ou mais,Prefiro não dizer,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Madrugada (00h - 5h),Lazer,São Luís,São José de Ribamar,"Transporte por aplicativo (Uber, 99)",NAO,Ônibus,Entre 30 e 60 minutos,Muito raramente,"Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",São Luís ja deveria ter metro entre São jose de ribamar/ Cidade Operaria / / cohab/ Anil/ joao ɛaulo/ marcana/ anjo da gusrda/ centro/ sao francisco/ calhau e inverso,Muito insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/15 5:59:29 AM GMT-3,45 a 59 anos,Ensino Superior incompleto,Prefiro não dizer,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São José de Ribamar,São Luís,Transporte alternativo - Van,NAO,Transporte alternativo - Van,Entre 30 e 60 minutos,Todos os dias,Melhorar a segurança no transporte público,,Insatisfeito(a),Satisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Satisfeito(a),Muito satisfeito(a)
2025/03/15 8:52:49 AM GMT-3,45 a 59 anos,Ensino Superior completo ou mais,Acima de 10 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São Luís,Rosário,Ônibus,SIM,Carro próprio,Entre 1 e 2 horas,3 a 5 vezes por semana,"Aumentar a frota e frequência dos ônibus;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",Não ,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a)
2025/03/15 9:21:20 AM GMT-3,45 a 59 anos,Ensino Superior completo ou mais,Entre 2 e 4 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Tarde (12h - 18h),Compras e serviços,São José de Ribamar,São Luís,Ônibus,SIM,Ônibus,Entre 30 e 60 minutos,Muito raramente,"Melhorar as condições das estradas e ruas;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/15 9:22:22 AM GMT-3,25 a 34 anos,Ensino Médio completo,Entre 1 e 2 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São José de Ribamar,São Luís,Carro próprio,NAO,,Entre 15 e 30 minutos,Todos os dias,Aumentar a frota e frequência dos ônibus;Melhorar as condições das estradas e ruas,,Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/15 9:23:49 AM GMT-3,25 a 34 anos,Ensino Médio completo,Entre 2 e 4 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São José de Ribamar,São Luís,Moto própria,NAO,,Entre 15 e 30 minutos,Todos os dias,Aumentar a frota e frequência dos ônibus;Melhorar as condições das estradas e ruas,,Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/15 10:18:46 AM GMT-3,60 anos ou mais,Ensino Superior completo ou mais,Acima de 10 salários mínimos,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Manhã (5h - 12h),Solicitação de documento na prefeitura,São Luís,São José de Ribamar,Carro próprio,NAO,,Entre 30 e 60 minutos,Muito raramente,"Melhorar as condições das estradas e ruas;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/15 10:21:58 AM GMT-3,25 a 34 anos,Ensino Médio incompleto,Prefiro não dizer,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Tarde (12h - 18h),Lazer,São Luís,Bequimão ,Transporte alternativo - Van,NAO,Transporte alternativo - Van,Mais de 2 horas,Muito raramente,Melhorar as condições das estradas e ruas,,Muito insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Neutro,Muito insatisfeito(a),Insatisfeito(a)
2025/03/15 10:54:52 AM GMT-3,35 a 44 anos,Ensino Superior completo ou mais,Entre 4 e 10 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São Luís,Icatu,Carro próprio,NAO,,Entre 1 e 2 horas,1 a 2 vezes por semana,Aumentar a frota e frequência dos ônibus,,Insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Neutro,Insatisfeito(a)
2025/03/15 12:13:22 PM GMT-3,Menos de 18 anos,Ensino Médio incompleto,Até 1 salário mínimo,"Pontual (evento esporádico, como consulta médica, lazer, etc.)",Tarde (12h - 18h),Necessidades,Rosário,São Luís,Transporte alternativo - Van,NAO,,Entre 1 e 2 horas,1 a 3 vezes por mês,"Melhorar as condições das estradas e ruas;Melhorar a segurança no transporte público;Diminuir o custo da passagem;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)","Custos altos, transportes que não passam a sensação de conforto e qualidade ",Insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/15 12:18:14 PM GMT-3,Menos de 18 anos,Ensino Médio incompleto,Até 1 salário mínimo,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Estudo,Santa Rita,Rosário,Ônibus,NAO,Ônibus,Entre 15 e 30 minutos,3 a 5 vezes por semana,Aumentar a frota e frequência dos ônibus;Melhorar a segurança no transporte público,,Neutro,Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Satisfeito(a)
2025/03/15 12:22:24 PM GMT-3,Menos de 18 anos,Ensino Médio incompleto,Prefiro não dizer,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Estudo,Santa Rita,Rosário,Ônibus,NAO,,Entre 15 e 30 minutos,Todos os dias,Melhorar a segurança no transporte público,,Satisfeito(a),Insatisfeito(a),Neutro,Satisfeito(a),Muito satisfeito(a),Muito insatisfeito(a)
2025/03/15 12:27:08 PM GMT-3,45 a 59 anos,Ensino Superior completo ou mais,Entre 4 e 10 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Tarde (12h - 18h),Trabalho,Paço do Lumiar,Rosário,Carro próprio,NAO,,Entre 1 e 2 horas,3 a 5 vezes por semana,Melhorar as condições das estradas e ruas,,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/15 12:28:34 PM GMT-3,Menos de 18 anos,Ensino Médio incompleto,Até 1 salário mínimo,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Estudo,Presidente Juscelino,Rosário,Ônibus,NAO,,Entre 30 e 60 minutos,3 a 5 vezes por semana,Melhorar as condições das estradas e ruas;Melhor qualidade do transporte público,,Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Neutro,Muito insatisfeito(a)
2025/03/15 12:30:30 PM GMT-3,18 a 24 anos,Ensino Superior completo ou mais,Entre 4 e 10 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São Luís,Rosário,Ônibus,SIM,Ônibus,Entre 1 e 2 horas,3 a 5 vezes por semana,Aumentar a frota e frequência dos ônibus,,Neutro,Insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a),Muito insatisfeito(a)
2025/03/15 12:39:37 PM GMT-3,Menos de 18 anos,Ensino Médio incompleto,Entre 4 e 10 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Estudo,Presidente Juscelino,Rosário,Ônibus,NAO,Transporte alternativo - Carro,Entre 30 e 60 minutos,3 a 5 vezes por semana,Melhorar a segurança no transporte público,,Neutro,Satisfeito(a),Insatisfeito(a),Satisfeito(a),Insatisfeito(a),Satisfeito(a)
2025/03/15 12:49:56 PM GMT-3,45 a 59 anos,Ensino Superior completo ou mais,Entre 2 e 4 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Trabalho,São Luís,Rosário,Ônibus,SIM,Carro próprio,Entre 1 e 2 horas,3 a 5 vezes por semana,"Aumentar a frota e frequência dos ônibus;Melhorar as condições das estradas e ruas;Criar mais ciclovias e faixas para pedestres;Melhorar a segurança no transporte público;Diminuir o custo da passagem;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Insatisfeito(a),Insatisfeito(a),Insatisfeito(a)
2025/03/15 12:58:32 PM GMT-3,Menos de 18 anos,Ensino Médio incompleto,Entre 4 e 10 salários mínimos,"Rotineira (faço regularmente, como trabalho ou estudo)",Manhã (5h - 12h),Estudo,Bacabeira,Rosário,Ônibus,SIM,Carro próprio,Entre 15 e 30 minutos,3 a 5 vezes por semana,"Aumentar a frota e frequência dos ônibus;Implantar novas opções de transporte (trem, faixa exclusiva de ônibus, BRT, VLT, metrô, etc.)",,Muito insatisfeito(a),Insatisfeito(a),Muito insatisfeito(a),Neutro,Insatisfeito(a),Neutro
